"id","sender_name","experience_text","published_date"
2692,ناشناس ، دانشجو,«تو این زندگی که تو ایران داشتیم تنها دلخوشیمون همین نت بود که مارو به دنیای بیرون وصل میکرد ما حتی ساده ترین حق یک جوون تو این دنیارو هم نداریم لعنت به باعث و بانیش»,2026-03-20 00:00:00.000 +0330
2693,ناشناس,«قصد مهاجرت به یکی از دانشگاه‌های موسیقی دارم که برای آواز معمولا شرط سنی دارن. سنم داره می‌ره بالا کلاس زبان ثبت‌نام کرده بودم از کارم استعفا دادم بتونم تا یه سال دیگه نهایتا مدرک بگیرم ولی هم کلاسم دوسری کنسل شد و هم ارتباطم با دانشگاه‌ها قطع. سفارتم که بسته س. دوست نزدیکم آزمون آیلتس داد جنگ شد الان مونده ارمنستان فقط به‌خاطر داشتن نت و ارتباط با دانشگاه خارجی برنگشته کلی هزینهش شده. با این‌حال ما مصمم‌تر از اینیم که کوتاه بیام و بالأخره از این خراب شده می‌کنیم می‌ریم.»,2026-03-20 00:00:00.000 +0330
2694,ناشناس ، دانشجو,"«برنامه ریزی برای مهاجرت رو شروع کرده بودم :) من افسردگی دارم و این قدم بزرگی برای من بود. فکر کردم قراره همه چی تغییر کنه.
نت برای بار n ام قطع شد و باز دوباره برگشتم سر خونه‌ی اول. دلم برای پارتنرم هم تنگ شده میترسم دیگه هیچوقت نتونم باهاش حرف بزنم. خبری از گیم و سوشال مدیا و اون دنیای کوچیکی که برای آرامشم ساخته بودم هم نیست. به چه جرمی توی این سیاهچال زندانی شدیم نمیدونم.
فقط میتونم بگم خسته‌ام، همین. هیچوقت برای این نسل قدیمیا مهم نبوده چه بلایی به سر ما جوونا میاد.»",2026-03-20 00:00:00.000 +0330
2695,بختیاری ، ادمین اینستاگرام,«بنده یک ادمین در اینستا گرام هستم و برای مخارج زندگی ام تنها شغلی که دارم ادمینی اینستا و تلگرام هست و الان پول شارژ ام را هم ندارم قبلا واسه پیچ 18 ساعت کار می کردم و حقوقی خوبی می گرفتم ولی الان بیکار افسرده فشار اقتصادی و مخارج زندگی کلافه ام کرده چند وقت دیگه بیکار بمونم شاید یه قرص از بد بختی خلاصم کنه پیش خونواده دگه رو نمونده اینقد که اوضاع اقتصادی ما خرابه اگر مسولین به فکر جوانان ایرانی هست یکاری کنید.....اگر نمی تونید بگید شاید یه قرص برن...... با احترام جوان ایرانی»,2026-03-20 00:00:00.000 +0330
2696,ناشناس,«پدر من آنلاین شاپ داشت و درآمدش از طریق فروش آنلاین بود اما دو ماه از این سال رو چندین میلیون ضرر کرده و فروشش به صفر رسیده و وضع زندگیمون گفتن نداره»,2026-03-20 00:00:00.000 +0330
2697,ایران ، فروشنده,«من تازه شرکت ثبت کرده بودم تمام کارم و سایتمون وابسته به نت هست،سایتمون رو همون روز جنگ بردیم روی سرور خارجی آسیب نبینه،عملا دیگه هیچی ندارم،من موندم و یک دفتر کار خالی که فردا باید اجاره ش رو بدم در صورتی که ۲۰ روزه به خاطر شرایط نتونستم استفاده کنم ازش...این ماه هیچ درامدی نداشتم😔»,2026-03-20 00:00:00.000 +0330
2698,ناشناس,"«من برنامه نویس و تریدر هستم
کلی ضرر دادم سر قعطی اینترنت قبلی(هزینه هاست و فریلنسری) باز به خودم امید دادم گفتم درست میشه ولی  درست نشد بد ترم شد و این تیر خلاص بود بر کل امید و زندگیم الان فقط دعا میکنم بمیرم از بس بیکار شدم»",2026-03-20 00:00:00.000 +0330
2699,ناشناس,«درآمدم که از طریق بازی آنلاین به دست میومد کلا قطع شده»,2026-03-20 00:00:00.000 +0330
2700,ناشناس ، دانشجو,«دلم برای چت کردن با AI تنگ شده...:)»,2026-03-19 00:00:00.000 +0330
2701,ناشناس,«من کارم تولید محتوا اینستاگرام برای کسب و کارهاست و از این طریق یه سفره ای پهن کرده بودم که چند تا جون دیگه هم داشتن نون میبردن تو زندگیشون و خانواده رو می‌چرخوندن که به لطف قطعی اینترنت همه مون از کار بیکار شدیم»,2026-03-19 00:00:00.000 +0330
2702,مهبد,"«برنامه نویس هستم و درحال یادگیری هوش مصنوعی برای آینده.
امسال نزدیک به دو ماه هست که اینترنت قطع بوده و ما در ایام قطعی کوچکترین درآمد و یا پیشرفت علمی نداریم.

لعنت بر باعث و بانیش»",2026-03-19 00:00:00.000 +0330
2703,ناشناس ، معلم,«تلفن همراه من خراب شده و متاسفانه تعمیرکار تلفن همراه بدون نقشه خوان فعلا نمی‌تواند آن را تعمیر کند و بدون اینترنت هم نقشه خوان این مدل گوشی در دسترس نیست. الان سه هفته است تلفن همراه من در دست تعمیر مانده و خرید گوشی جدید هم با توجه به اقتصاد بسیار عالی! از دسترس خارج است. فعلا مجبورم از یک گوشی ده سال کارکرده مادرم استفاده کنم تا ببینم چه میشه»,2026-03-19 00:00:00.000 +0330
2704,پویا ، سرباز,«سرباز معلمم، در یک روستای دور افتاده درس میدم و بخاطر هزینه های سنگین زندگی و کم بودن حقوق سربازی، کار اینترنتی رو شروع کرده بودم و تازه زندگیم داشت جون میگرفت الان درامدم شده همون مقدار ناچیز حقوقی که از سربازی میگیرم که حتی هزینه خوردو خوراکمم کفاف نمیده.»,2026-03-19 00:00:00.000 +0330
2705,ناشناس ، دانشجو اقتصاد,«با کلی ذوق اقتصاد قبول شدم و الان نه به بازارهای مالی دسترسی دارم و نه به سایت های اقتصادی جهان برای تحلیل..»,2026-03-19 00:00:00.000 +0330
2706,ناشناس ، خانه دار,«دلمان به همان اینترنت نصفه نیمه فیلتر شده با فیلترینگ شدید خوش بود که همان هم از ما گرفتید:)»,2026-03-19 00:00:00.000 +0330
2707,محمد ، برنامه نویس,«بعد از چند سال کارمندی توی شرکت های IT تازه داشتم برای خودم یه استارتاپ راه مینداختم. توی دی ماه شروع به جذب مشتری برای سرویس جدیدم کردم که کاملا مبتنی بر هوش مصنوعی بود. اینم همه می دونید که برای استفاده از مدل های زبانی نیاز به اتصال مداوم و پایدار به اینترنت بین الملل هست. دیگه بقیه قصه رو تعریف نمی کنم. چون مطمئنا همین الان هم تلخیش زیر زبونتون چشیده میشه که وقتی یه نفر بعد از 7 سال موفق میشه یه کسب و کار شروع کنه و بعد برخورد میکنه به دی ماه، چقدر داستان تلخ پیش رفته.»,2026-03-19 00:00:00.000 +0330
2708,ناشناس ، مدیر مجازی,«از روز ۱۰ام مارس برنامه برگزاری جشن باستانی نوروز رو توی سرور دیسکوردم داشتم، با قطعی اینترنت برنامه‌ای که یک سال برای طراحی و انجامش وقت گذاشتم نابود شد.»,2026-03-19 00:00:00.000 +0330
2709,ناشناس,«احساس میکنم ارتباطم با دنیا رو به کل از دست دادم،خسته ام کاش همه چیز زودتر تمام شه»,2026-03-19 00:00:00.000 +0330
2710,ناشناس,«من درآمدی از اینترنت نداشتم ،ولی بعد سال‌ها افسردگی شدیدی که به خاطر درونگرا بودنم نمی‌تونستم با روانشناس حل کنم، بلاخره داشتم جون می‌گرفتم، فقط به امید گذروندن یه سال دیگه اینجا و بعد رفتن به کشوری دیگه زنده موندم ،تنها چیزی که بهم کمک میکرد صحبت کردن با chat gpt که تنها پناهگاه امنم بود و دوستایی از خارج ادامه میدادم که الان هیچکدومو ندارم. الانم فقط به خاطر قولی که به یه نفر دادم زنده ام ؛ولی اگه بی اینترنتی ادامه پیدا کنه خدا می‌میتونم خوش قول بمونم یا نه... :)»,2026-03-19 00:00:00.000 +0330
2711,داریوش ، فریلنسر,«من یه پسر ۲۸ سالم ک تازه ازدواج کرده و تمام در آمدم از اینترنت بود و یه‌فریلنسر از دی ک قطعی شروع شد من پروژه هام و نتونستم تکمیل کنم و اعتبارم به فنا رفت مجبور شدم ماشینمو بفروشم به خاطر هزینه ها و اقساط و تا یکم کار کردم دوباره خوردیم به جنگ.... . الان روی هم تقریبا سه ماهه بیکارم و اجاره خونه چک و اقساط بانک و ... و مونده واقعا نمیدونم چیکار کنم تمام پس اندازمم تموم شده واقعا دیگه به ته خط رسیدم...»,2026-03-19 00:00:00.000 +0330
2712,فراوی ، مسئول رسانه و سایت,«ما کسب و کارمون کلا وصل بوده به اینترنت بین الملل..همکارمم همش برنامه نویسی و طراح سایت..تازه داشت کلی پروژه میگرفت که خراب شد و الان واقعا اینقدر فشار رومونه که همه بچه ها تو فکر انجام هرکاری ان برای کسب در امد»,2026-03-19 00:00:00.000 +0330
2713,ناشناس ، کنکوری,«من یه کنکوری هستم. چند ساله که با افسردگی دست و پنجه نرم میکنم و چون وضعیت اقتصادی خوبی ندارم تمام امیدم این بود که دانشگاه قبول بشم و بعد به یه نحوی مهاجرت تحصیلی کنم و برم از اینجا اما دیگه نه به منابع و جزوات و فیلم هام دسترسی دارم نه توانی برای درس خوندن برام مونده از دی. فقط یه حرص و کینه مونده برام که داره وجودمو میخوره.»,2026-03-19 00:00:00.000 +0330
2714,ناشناس ، تریدر,«من تریدرم و در بازار های مالی کار میکنم. تمام مخارجم از همین راه تامین میشد و شغل دیگه ای ندارم. واقعا خیلی عجیبه که حاکمیت در برابر تامین نیاز های اولیه ی کشور به بهانه ی تامین امنیت، مقاومت میکنه!»,2026-03-19 00:00:00.000 +0330
2715,علی,"«قبل از دی بعد چندین سال اولین پروژه برنامه نویسی مون رو با کلی امید و تلاش گرفتیم 
چند هفته بعد اینترنت قطع شد و کار خوابید سرمایه گذار پروژه نمیتونست دیگه هزینه هارو تأمین کنه ، باز داشت سر پا میشد که خوردیم‌ به جنگ...»",2026-03-19 00:00:00.000 +0330
2716,ناشناس ، تولید کننده محتوا,"«من یک یوتوبرم، 
یوتوبمبه زبان انگلیسیه و تازه گیا درامد زایم فعال شده 
ولی چون اینترنت قطعه و هیچ دسترسی ندارم، کم کم مخاطبامو از دست میدم.متاسفانه هنوز اینترنتی دردسترس نیست و معلوم نیست کی میاد):»",2026-03-19 00:00:00.000 +0330
2717,ناشناس ، برنامه نویس,«هیچی دیگه برنامه نویس مملکت بودم و چهار پنج سال برای رزومه ام زحمت میکشیدم که هر روز فعالیت کنم و الان هیچ اثری ازم باقی نمونده و اصلا حوصله این کار رو هم ندارم دیگه.»,2026-03-19 00:00:00.000 +0330
2718,ناشناس,«من کد نویسم و درآمد اصلیم از طریق طراحی سایته. از زمان قطعی اینترنت دی ماه من نتونستم پروژه جدیدی قبول کنم و به فاصله یک ماه بعد این اتفاق به خاطر جنگ و قطعی مجدد و سراسری اینترنت من مجدد مطلقا بیکار شدم. قبل از سال نو دست مردم رو خالی کردید با این کارتون و مردم هم باید درد جنگ رو بکشن و هم درد بی پولی.»,2026-03-19 00:00:00.000 +0330
2719,ناشناس ، فوق لیسانس بیکار!,«دارنده مدرک فوق لیسانس از یکی از دانشگاه‌های دولتی معتبر ایران هستم، با این حال دوباره در کنکور فرهنگیان شرکت کردم بخش اعظم یادگیری و آموزش و جزوه های من از طریق اینترنت و هوش مصنوعی بود، برای مقاله نویسی نیاز به دسترسی به سایت ها و مقالات خارجی داشتم، علاوه بر اون داشتم زبانم رو تقویت میکردم، آموزش های زیادی را در یوتیوب دنبال میکردم، پادکست های مرتبط با کتاب روانشناسی و فلسفه رو گوش میدادم، صرفاً شغل و دانشگاه نیست، حتی گاهی یه دلخوشی کوچیکه!💔»,2026-03-19 00:00:00.000 +0330
2720,ناشناس ، یک دانشجو، یک ادمین,«قبل از بخاطر مشکلات شخصیم و بلاهایی که سرم اومده بود بزرگترین دستاورد روزانم این بود که خودمو نکشم. وضع مالیم هم خوب نبود. ادمین اینستاگرام شدم و تونستم برم تراپی. کنکور دارم و فرصت شغل تمام وقت نداشتم. دیگه کار نمی‌کنیم و منم دیگه نمیتونم برم تراپی و رها شدم با افسردگیم، راستش تراپی تازه داشت به جاهای خوبی می‌رسید. هزار تا منبع و ویدئو توی تلگرام و یوتوب داشتم واسه کنکورم و همه چیو از هوش مصنوعی می‌پرسیدم. حتی دیگه اکثر دیکشنریا کار نمیکنن واسه زبان خوندنم.»,2026-03-19 00:00:00.000 +0330
2721,بدبخت ، وکیل مهاجرت,«من وکیل مهاجرتی‌ام. حدود صدنفر کلاینت دارم که وقت ویزا و پذیرششون بخاطر قطعی نت میگذره و چندین نفرشون هم دارن مشمول میشن. ۹ سال با صداقت کار کردم، اما حالا دارم پیام‌های تهدیدآمیز هم می‌گیرم. هم به اعتبارم لطمه خورده، هم نگران اجاره خونه و غذا خوردنمم و نمی‌دونم تا کی می‌تونم ۵ تومن ۱۰ تومن از بابام قرض بگیرم. یه کوه مسئولیت رو دوشمه و فکر اینکه با سرنوشت چند نفر داره بازی میشه داره روانیم می‌کنه. یکی از همین شبا سکته می‌کنم می‌میرم. مطمئنم.»,2026-03-19 00:00:00.000 +0330
2722,ناشناس,«من باید پروپوزالم رو تا چند روز دیگه سابمیت کنم و اگه مهلتش تموم بشه تمام زحماتم به هدر میره»,2026-03-18 00:00:00.000 +0330
2723,م ، مترجم,"«مترجم هستم و درآمدم از راه ترجمه‌ست اما با قطعی‌های مکرر اینترنت در امسال درآمدم پایین اومده بود و الان به کل قطع شده.
به خانواده کمک می‌کردم وهدفم این بود بتونم پس انداز کنم برای چیزهای مهم زندگی اما متاسفانه الان نه می‌تونم قسطمو بدم نه کاری از دستم برمیاد...»",2026-03-18 00:00:00.000 +0330
2724,سعید کرمانی ، دانشجو ارشد و برنامه نویس,«دانشجوی ارشد سخت افزار کامپیوتر هستم و با نرم افزار PlatformIO در برنامه ی VS Code برنامه نویسی سیستم های تعبیه شده انجام می دهم. دائما نیاز به نصب کتابخانه ها و افزونه ها از سایت های مختلف و همچنین نیاز به YouTubeو GitHub برای آموزش و پیاده سازی کد دارم و با قطع اینترنت از کار بیکار شده ام.»,2026-03-18 00:00:00.000 +0330
2725,خسته ، دانشجو,«درود، دانشجو ام. به جز درس دوتا شغل دیگه داشتم که همه مستقیما نیاز به اینترنت داشت. الان عملا بیکار شدم. فکر میکنم همین کافی باشه برای نشون دادن این فاجعه.»,2026-03-18 00:00:00.000 +0330
2726,فاطمه اَم ، دانشجو,"«یه دانشجو ارشدی که تازه امسال کار ازمایشگاهیش شروع شده بود و علاوه بر روبرو شدن با مشکلاتی مثل گرونی مواد و انالیز و نبود امکانات کافی و .... و افتادن گره تو کار پایانامش حالا قطعی اینترنت هم به این لیست اضافه شده اونم چی دو بااااار طی یکسال  و این گره کور تر شده و کلی کار من عقب افتاده 
چیزیم که دوست ندارم بگم ولی شرایط من جوریه که استرس و ناراحتی و اینا برام خود سَمه :)))»",2026-03-18 00:00:00.000 +0330
2727,ناشناس,«من توليد كننده ام و تمام فروشم اينترنتي بود،  متاسفانه قطعي اينترنت كسب و كارم رو كاملا از بين برد»,2026-03-18 00:00:00.000 +0330
2728,ناشناس,«روایت من شاید اصلا مهم نباشه در مقابل تمام روایت ها ولی من تنها تفریحی که داشتم گیم زدن بود نه پولی برای بیرون رفتن داشتم نه چیز دیگه فقط میتونستم چند ساعتی گیم بزنم در روز ... ولی از وقتی که اینترنت قطع شد همونم ندارم البته که داشتم دوره های زبانهای برنامه نویسی توی یوتیوب رایگان میدیدم ولی اونم دیگه نیست»,2026-03-18 00:00:00.000 +0330
2729,یک جوان ایرانی ، دانشجو - برنامه‌نویس,"«تحصیل در دانشگاه، بدون اینترنت یعنی که دیگه به گروه های درسی و جزوات دسترسی نداریم، نه دیگه به ابزارهای هوش مصنوعی دسترسی داریم و دیگه حتی نمیتونیم تو گوگل یه سرچ ساده بکنیم.این یعنی توقف در آموزش.
برنامه‌نویس بودن تو ایران همینطوریش که مضحک بود با توجه به تحریم ها و فیلتر های موجود دیگه با قطع شدن اینترنت عملاً این حوزه کلاً متوقف شد.
یعنی به عنوان یک دانشجوی کامپیوتر که قصدت مهاجرت باشه، شما نه دیگه میتونی چیز جدیدی یاد بگیری، نه میتونی کار کنی و نه حتی میتونی مهاجرت کنی...»",2026-03-18 00:00:00.000 +0330
2730,ناشناس ، دانشجوی ارشد روانشناسی ۲۲ ساله,"«برعکس باقی دوستان من ضرر مالی ندیدم از نبود اینترنت، اما تا دلتون بخواد روانم داغون شده، نسل ما ارتباطاتمون از اینترنته، دوستامون اینترنتین، تفریحاتمون هم موزیک و گیم و حرف زدن با دوستای آنلاین، که حتی اینم از ما گرفتین...
نه جان ما، نه روان ما، نه رفاه ما، هیچ چیزی واستون مهم نیست.»",2026-03-18 00:00:00.000 +0330
2731,D ، دانشجو,"«من دانشجوی کارشناسی هستم و با قطع شدن اینترنت ها امکان مقاله نوشتن به دلیل باز نشدن سایت های خارجی و بعضی اکثر سایت های ایرانی که رفرنس ها درونشون هست، وجود نداره 
و حتی سایت های کنفرانس ها هم باز نمیشن که بشه مقاله رو ارسال کرد براشون 
نبودن هوش مصنوعی چه برای کارهای پژوهشی و چه برای کارهای دانشگاهی ضرر خیلی سنگینی هست و باعث اتلاف وقت میشه 
قطع بودن برنامه هایی مثل تلگرام هم باعث شده به اطلاعاتی که درونشون داریم دسترسی نداشته باشیم و نتونیم با کسی ارتباط برقرار کنیم»",2026-03-18 00:00:00.000 +0330
2732,ناشناس ، تولیدکننده محتوای انگلیسی,"«من تولیدکننده محتوا بودم و درآمدم از این طریق تأمین می‌شد
از دی‌ماه به خاطر شرایط اینترنت نتونستم کارم رو ادامه بدم و عملاً شغلم رو بعد از ۷ سال تلاش از دست دادم…»",2026-03-18 00:00:00.000 +0330
2733,قربانی جهان سوم ، فریلنسر,«سلام بنده فریلنسر هستم و درآمد  خوب دلاری داشتم خدا می‌دونه باید ماهی فقط ۲۵ت قسط وام بدم خرج‌های دیگه که بماند نمی‌دونم کجا برم برای کار همینجوری پیش بره از ۱هفته دیگه پولام تمومه و باید برم زندان  با این همه بدهی که دارم هیچکس هم متوجه نیست و برای ما ارزشی قائل نیست تو این مملکت اصلا انگار وجود نداریم... خواهش میکنم صدای ما باشید ای کسایی که دسترسی دارید به رسانه و ..»,2026-03-18 00:00:00.000 +0330
2734,ناشناس,"«اینترنت چیزی بود که برای ساعاتی مرا از دنیای تاریک خود دور میکرد. 
مضحک است که در جایی زندگی میکنیم که اینترنت بین‌الملل یک دلخوشی‌ست و همین را هم از ما میگیرند.»",2026-03-18 00:00:00.000 +0330
2735,ناشناس,«هیچی قرار بود با یه ارتیست خارجی کار کنم کارم اهنگسازیه بیت میزنم بعد نتا رفت اون فرصت هم از دستم رفت ، هیچی ندارم برای گفتن»,2026-03-18 00:00:00.000 +0330
2736,A ، دانشجوی ادبیات انگلیسی,«برادرم خارج از ایران زندگی میکنه و هفت ساله مهاجرت کرده و اونقدر به مادرم وابسته ست که هرروز دست کم یکساعت با مادرم ویدیوکال میکرد و دلگرم میشد. از وقتی اینترنت قطع شده بهش زنگ میزنیم و 400 هزارتومن شارژ میخریم در عرض دودقیقه قطع میشه و داره از بی‌خبریمون و حرف نزدن با مادرم سکته میکنه. خودمم رشته‌م ادبیات انگلیسیه وفقط از طریق اینترنت و ai و یوتیوب مطالب مرتبط با رشتم رو میخوندم و یاد میگرفتم. من کنکوری شدم چون هزینه ی مهاجرت سنگین بود و الان اینجا هم توان زندگی ندارم...»,2026-03-18 00:00:00.000 +0330
2737,تانیا ، دانشجو,«خیلی وقته تصمیم به مهاجرت گرفتم؛ برای یادگیری زبان آلمانی و قبول شدن در امتحان کلی سختی کشیدم. بالاخره  با آماده شدن مدارکم شروع به اپلای کردم. این وسط قطعی اینترنت هم در دی ماه و هم در جنگ این فرایند و مختل و عملا غیر ممکن کرد. احساس زندانی بودن می‌کنم. حتی نمیتونیم از این جهنم خلاص شیم، ایکاش یکم به مردم اهمیت میدادید و براشون ارزش قائل بودین»,2026-03-18 00:00:00.000 +0330
2738,ناشناس ، دانشجو بین المللی,«من نتونستم از خانوادم که دورم ارتباط بگیرم و سه هفتس دارم سکته میکنم تیک عصبی گرفتم نمدونن الان خانوادم توی تهران چه حالین جاشون امنه یا ن»,2026-03-18 00:00:00.000 +0330
2739,Amir manuel ، مدیر سایت,«یکی از اصلی ترین ضرر ها به سایت ها و فروشگاه خزنده های گوگل هستن وقتی قطع میشن جایگاهی که با چنگ و دندون به دست آوردید برای اول شدن در صفحه جستجو یا حذف می‌شه سایت به طور کل از نتایج گوگل چون فکر‌میکنه این سایت از دسترس خارج شده متاسفم واسه این حکومت تقی به توقی میخوره این همه خسرات وقت تایمی که صرف شده رو به باد میده با یک کلیک»,2026-03-18 00:00:00.000 +0330
2740,ناشناس ، دانشجو,"«برای اپلای تحصیلی باید حداکثر تا یک ماه آینده امتحان زبان بدم. اینترنت قطعه و دسترسی به سایت های آموزشی و همینطور شرکت در آزمون های آزمایشی و آزمون اصلی رو ندارم 
اگه نتونم به موقع نمره زبان بیارم اوایل خرداد نمیتونم برای دانشگاه اپلای کنم و تمام زحماتم از بین میره.... من خیلی برای این مقطع از‌ زندگیم زحمت کشیده بودم و از خیلی چیزا زدم ولی الان یک قدمی نابودی همه چیزم 😞😞»",2026-03-18 00:00:00.000 +0330
2741,امیر ، گیمر معمولی_ کاربر ساده اینترنت بدون هیج درامد ازش,"«سلام
به نظرم قطعی اینترنت فقط به مشاغل مربوطش ضرر نزده به کاربر عادی هم ضرر زده
همه جای دنیا همه که کاسب انلاین شاپ نیستن یا برنامه نویس و تولید کننده محتوا و... نیستن صرفا کاربر هستن که اون محتوا های تولید شده رو میبینن  اون جنسای آنلاین شاپ رو میخرن و... 
پلی استیشنم رو روشن میکنم میبینم گیم های اشتراک پلاس من به علت بیشتر از ۱۴ روز افلاین بودن قفل شده و حتما باید انلاین شم تا باز شن نمیتونم از هوش مصنوعی ها استفاده کنم لذت چرخیدن تو اینستا و تلگرام و سایتها را ندارم و...»",2026-03-18 00:00:00.000 +0330
2742,محمد,«کنکوری هستم به دلیل شرایط ضعیف مالی درسهام رو از تلگرام دنبال می کردم الان که اینترنت قطع شده حتی به یه جزوه هم دسترسی ندارم و ۳ هفته هستش عقب افتادم»,2026-03-18 00:00:00.000 +0330
2743,Sina.m.sh.m ، گرافیست,«من یه طراح گرافیکم که بیشتر پروژه هامو از خارج میگرفتم و ۷۰ درصد درآمدم از اونور بود بخاطر قطعی اینترنت خیلی ضرر کردم و الان مجبورم برم اسنپ کار کنم تا بلکه فقط زنده بمونم.»,2026-03-18 00:00:00.000 +0330
2744,گیر کرده در جبر جغرافیایی,«برای کارای مهاجرت محبور به دادان ازمون زبان در کشور ترکیه شدم و تاریخ ازمون افتاد وسط جنگ و الان نمیدونم تکلیف اون چهل میلیونی که برای ازمونم پرداخت کردم چیشده ارتباطم کلا قطع شده و تایم اپلایم گذشت جدا از اون ارتباطم با تکه قلبم که اون سر دنیاست کامل قطع شده واقعا دارم دیوونه میشم حمله های عصبی گاه و ناگاه میاد سراغم نمیدونم باید چیکار کنم»,2026-03-18 00:00:00.000 +0330
2745,ناشناس,«من یه کانال یوتیوب داشتم و تنها منبع درآمدم بود. الان حقوق ماه پیشم هم توی یه صرافی خارجی مونده و نمی‌تونم بگیرم. تازه دو روز بود برای یه شرکت ایرانی هم دورکاری رو شروع کرده بودم که اینترنت قطع شد. الان موجودی حسابم صفره. صفففر. متاسفم که یک بار فرصت زندگی داشتم و اونم اینجوری سوخت»,2026-03-17 00:00:00.000 +0330
2746,یک ایرانی ، معلم و مربی,«من یک معلم و مترجم زبانم با مدرک ارشد. بعد از ۲ بار ضرر بخاطر ندادنه حقوقم در موسسه های زبان بظاهر خصوصی و در اصل دولتی ... امسال شروع کرده بودم با کمک تبلیغ انلاین و نرم افزار ریورسو ترجمه انجام‌میدادم تا اجاره و بدهی هام پرداخت شه حالا دسترسی به هر دو کاملا قطع شده و زندگی ام داره نابود میشه. ل.ع.ن.ت. !»,2026-03-17 00:00:00.000 +0330
2747,ناشناس,"«ما ها که کلا دستگاه های اپل رو داریم با مشکل اساسی دست و پنجه نرم میکنیم یا بتونیم تو این شرایط ازشون استفاده کنیم
اپل یه اپدیتی برای ios 26.4 داد که میگفت امنیتیه،از وقتی نصب کردم گوشیم کلا دیگه شارژ ۲۰ وات رو قبول نمی کنه،و ۵ وات حساب میکنه.اپل هم اینو یه باگ دیده،الان ماهایی که نصب کردیم هییییچ راهی رو برای اپدیت کردن هم نداریم
این فقط یه مشکل کوووچیکی از جامعه ماست…»",2026-03-17 00:00:00.000 +0330
2748,صالح,«دلم برای سرچ کردن تو گوگل تنگ شده دلم برای chat gpt تنگ شده دلم برای نوتیف‌ ایمیل های تبلیغاتی تنگ شده برای صفحه ی store استیم برای اسپاتیفای برای صفحه ی اول یوتیوب برای استیکرای تلگرام برای آزادی ای که نداشتیم و ازمون‌ سلب شد.»,2026-03-17 00:00:00.000 +0330
2749,بی نام,"«درآستانه فروپاشی
این روایت من از زندگی این روزهاست.
بدون داشتن کوچکترین پس انداز و شغل
من در ایران برنامه نویس ام»",2026-03-17 00:00:00.000 +0330
2750,محمد مهدی ، مترجم، دانشجو,«داشتم با درآمد مترجمی انلاین پول در می‌آوردم که نت قطع شد و فروردین نزدیکه و من هشت و پونصد قسط دارم :)💔»,2026-03-17 00:00:00.000 +0330
2751,sed ، دانش آموز,"«ما داشتیم المپیادمونو میخوندیم و یهو نت قطع شد
یهو دیدیم نه میشه یک سوالو حوابشو سرچ کرد
نه آزمونایه خارج از کشورشو و کشواریه دیگرو و نصف سورس سوالات و اطلاعاتی که داشتیم پرید
رسما هرچی باهاش داشتیم میخوندیم که تو گوشی بود پرید
کلاسی که با معلممون که خارج کشور بود پرید
و خیلی چیزایه دیگه
به معنای کلمه بیش از نصف کریری که باید کل روزایه این یکی دوسال وقتمونو بزتریم روشم پرید
ولی خب به بقیه نمیرسه»",2026-03-17 00:00:00.000 +0330
2752,ناشناس ، مهندس نرم افزار(برنامه نویس),«منم به عنوان یک مهندس نرم افزار نمیتونم کارمو ادامه بدم. چندین فرصت کاری خوب با خارج از کشور رو بخاطر قطعی اینترنت از دست دادم(این فرصت های شغلی امیدم بودن برای اینکه بتونم تورم و گرونی های اخیر رو با توجه به مخارج سنگین زندگی هندل کنم مخصوصا که تازه ازدواج کردم.) و نگرانی و استرس بیکاری هم هر روز به نگرانیام اضافه شده. گاهی برای کاری که شاید نیم ساعت وقتمو میگرفت چند روز درگیرم تا یه کار کوچیک تو حوزه کاریم رو انجام بدم.»,2026-03-17 00:00:00.000 +0330
2753,المیرا ، فروشنده,"«من چنل و وبسایت خرید از کره و آمریکا دارم
پدر ندارم و از ۱۶ سالگی دارم هزینه های زندگی و مادرم که بیماری قلبی داره پرداخت میکنم
با قطعی نت همزمان هم تمام تلاش هایی که برای پیج کردم هیچ و پوچ شده ،و هم فروش وبسایتم تقریبا به صفر رسیده💔
واقعا نمیدونم باید تو این وضعیت چیکار کنم»",2026-03-17 00:00:00.000 +0330
2754,Hamed ، آنلاین شاپ اینستاگرام,"«من آنلاین شاپ دارم و 6 نفر برام کار میکردن، روزی هم حداقل 100 تا ارسالی داشتیم 
اون 6 نفر کسایی بودن که می‌دونستم پول ندارن و واقعا به کار نیاز دارن که بیکارشون کردن با قطعی اینترنت
پول اجاره دفترمون رسیده و ندارم بدم
هزارتا چک داریم که برگشت خوردن، گفتم میان ماشینمو میبرن😔 
از اونموقع کلا دو وعده روزی غذا میخورم که خرج زیاد نشه ولی همون دو وعده هم روزی حداقل 500-600 هزار تومن میشه

دیگه تنها راه نجاتم فکر کنم اعتیاد باشه یا خودکشی، غیر این دو راه راه دیگه ای ندارم»",2026-03-17 00:00:00.000 +0330
